deadline,wantedTitle,workPlcNm,plDetAddr,etcItm,emplymShp,frDd,toDd,oranNm,stmNm,clltPrnnum,clerk,clerkContt,homepage
마감,전주시건강가정지원센터 직원채용 공고,전북특별자치도 전주시,54951 전북특별자치도 전주시 완산구 서신로 61 (서신동),"(준)고령자(50세이상), 북한이탈주민, 장애인 ◆ 기타 취업지원자 우대
    - 기준 중위소득 60%이하
    - 6개월 이상 장기실업자
    - 여성가장(여성 실업자 중 가족부양 책임이 있는 자)
    - 만 55세 이상 고령자
    - 장애인
    - 국가유공자
    - 북한이탈주민, 결혼이민자",기타,20240311,20240318,전주시건강가정지원센터,워크넷,3,유현숙,063-231-0182,
마감,제주도 삼정 지에듀아파트 경비원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),서울특별시 영등포구,07275 서울특별시 영등포구 영등포로 21 (양평동2가),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20240311,20240325,엘림에스(유),워크넷,1,이윤필,02-6082-5457,
접수중,과천자이아파트 여 미화원 구인,경기도 안양시,"13968 경기도 안양시 만안구 안양로 503, 301호 (석수동)","(준)고령자(50세이상), 장애인 ",기타,20240311,20240510,삼우서비스주식회사,워크넷,1,김성용,02-3677-2989,
접수중,[베이커리카페 더꿈] 경력/신입 제빵사 채용합니다.,인천광역시 중구,"22302 인천광역시 중구 반달로14번길 14, 1층 102호 2층,3층 (북성동1가)","(준)고령자(50세이상), 장애인 ",기타,20240311,20240510,주식회사더꿈,워크넷,1,김호섭,032-765-1777,
접수중,아란트리아파트 미화원 구인,인천광역시 남동구,"21541 인천광역시 남동구 백범로 67, 502호 (만수동, 장수상가)",장애인 ,시간제 일자리,20240311,20240510,하늘종합관리(주),워크넷,1,이동원,032-463-1255,
접수중,이천시지체장애인협회 일반 사무 및 장애인콜승합차 운행 직원 모집,경기도 이천시,"17376 경기도 이천시 서희로 11 7-14, , B동 2층 (중리동)","운전면허증, 장애인 ",기타,20240311,20240510,(사)한국지체장애인협회경기도협회이천시지회,워크넷,1,박경호,031-633-8850,
마감,[서울/구로구]신동아미래지움 오피스텔 경비원 구인 (복지카드 우대),인천광역시 미추홀구,"22239 인천광역시 미추홀구 인주대로496번길 15, 2층 (주안동, 부흥빌딩)","(준)고령자(50세이상), 장애인 ",기타,20240311,20240325,신한영관리(주),워크넷,1,최영임,02-853-8122,www.shy21c.com/
마감,대구시 중구 삼덕동에 위치한 건물 주차관리원 모집,대구광역시 동구,41086 대구광역시 동구 동호로3길 22 (동호동),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자 ",시간제 일자리,20240311,20240325,성오보안공사(주),워크넷,1,권경희,,
접수중,엘리시안FS GPC 구내식당 조리원 채용(충북 음성),강원특별자치도 춘천시,"24464 강원특별자치도 춘천시 남산면 북한강변길 688, 엘리시안강촌리조트 ","(준)고령자(50세이상), 장애인 ",기타,20240311,20240423,주식회사 지씨에스,워크넷,1,김태진,02-2095-1533,www.elysian.co.kr
마감,반정 아이파크캐슬 4단지 아파트 청소원 모집 (화성시),서울특별시 금천구,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 (경증) 복지카드 소지자 우대",기타,20240311,20240323,성화개발（주）,워크넷,4,길준오,02-2624-2256,
마감,회계경리 사무원 모집,경상남도 김해시,50870 경상남도 김해시 진영읍 서부로179번길 6 ,"운전면허증, 장애인, 차량소지자 ",기타,20240308,20240329,(주)신라식품,워크넷,1,박종배,055-342-5155,www.shillafood.co.kr
마감,[시흥고용센터 채용대행]  소형 금속제품 검사원을 모집합니다,경기도 시흥시,"15078 경기도 시흥시 산기대학로 330, 6층 615호. (정왕동, 동양타워지식산업센터)",장애인 ,기타,20240308,20240329,주식회사비엠투,워크넷,2,조휴선,031-496-1917,
마감,[김량장동] 은행 미화원 구인,서울특별시 성동구,"04783 서울특별시 성동구 연무장11길 10, 2층 (성수동2가, 우리큐브)","장애인, 차량소지자 ※복지카드 소지자 우대",시간제 일자리,20240308,20240329,(주）우리휴먼서비스,워크넷,1,윤기원,,
접수중,이화정동빌딩(이화학원) 미화원 모집,서울특별시 강서구,"07604 서울특별시 강서구 방화동로 126 (방화동, 삼정코아 204-3호)","(준)고령자(50세이상), 장애인 빌딩청소업무 유경험자
근거리 거주자",기타,20240308,20240507,(주)공항엔지니어링,워크넷,1,박필립,02-2666-6435,
마감,특별교통수단(장애인콜택시) 운전원 채용,경상남도 합천군,50232 경상남도 합천군 합천읍 남정길 79 ,"운전면허증, 장애인 ",기타,20240308,20240322,(사)경상남도지체장애인협회합천군지회,워크넷,1,김홍기,055-931-0005,
마감,원주시가족센터 직원(언어재활사) 채용 공고,강원특별자치도 원주시,26399 강원특별자치도 원주시 판부면 매봉길 16-18 ,"운전면허증, 장애인 ",기타,20240308,20240321,원주시가족센터,워크넷,1,남궁은임,070-8897-7937,
마감,원주시가족센터 직원 (상담사) 채용 공고,강원특별자치도 원주시,26399 강원특별자치도 원주시 판부면 매봉길 16-18 ,"운전면허증, 장애인 ",기타,20240308,20240321,원주시가족센터,워크넷,1,남궁은임,070-8897-7937,
마감,[채용대행] 대구테크노폴리스(진아리채아파트)/미화원 모집,대구광역시 남구,"42440 대구광역시 남구 용두방천2길 34, 상일빌딩 (이천동)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240322,(주) 상일종합관리,워크넷,1,이갑열,053-219-2019,
마감,남원시장애인종합복지관 정보화강사 채용,전라북도 남원시,55721 전라북도 남원시 이백면 닭뫼안길 87 ,"장애인, 차량소지자 ",기타,20240308,20240324,남원시장애인종합복지관,워크넷,1,임은용,063-635-1544,namwonrc.or.kr
마감,남원시장애인종합복지관 시설안전관리자 및 시설관리 인력 채용,전라북도 남원시,55721 전라북도 남원시 이백면 닭뫼안길 87 ,"운전면허증, 장애인 ",기타,20240308,20240324,남원시장애인종합복지관,워크넷,1,임은용,063-635-1544,namwonrc.or.kr
마감,광복현대아파트 경비 모집(광명시),서울특별시 금천구,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 경증의 복지카드 소지자 우대",기타,20240308,20240322,성화개발（주）,워크넷,1,길준오,02-2624-2256,
마감,문정 래미안 경비원 모집,경기도 고양시,"10461 경기도 고양시 덕양구 마상로126번길 95, 5층 (주교동, 부원빌딩)",장애인 ,기타,20240308,20240331,(주)상우시스템,워크넷,1,김영진,,
마감,우장산힐스테이트아파트 경비대원 모집,서울특별시 강서구,07583 서울특별시 강서구 강서로56가길 53 ,"(준)고령자(50세이상), 장애인 ",기타,20240308,20240323,코리아이지텔주식회사,워크넷,2,임규학,02-2063-6706,http://www.k-easytel.com
접수중,[이촌동] 아파트 외곽 미화원 채용,서울특별시 강북구,01014 서울특별시 강북구 4.19로13길 7 (수유동),"(준)고령자(50세이상), 장애인 ",시간제 일자리,20240308,20240507,티엔크린(주),워크넷,1,이병호,,
접수중,담양군교통약자이동지원센터 특별운송차량 운전자 채용,전라남도 담양군,57348 전라남도 담양군 담양읍 천변5길 63 ,"운전면허증, 장애인 ",기타,20240308,20240507,전남지체장애인협회담양군지회,워크넷,3,여운복,061-381-3124,
마감,[경기도/평택시] LH이곡마을3단지 아파트 경비원 구인 (복지카드 우대),인천광역시 미추홀구,"22239 인천광역시 미추홀구 인주대로496번길 15, 2층 (주안동, 부흥빌딩)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240322,신한영관리(주),워크넷,1,최영임,032-433-8824,www.shy21c.com/
마감,봇들마을 3단지 외곽 미화원 모집 (성남시 분당구),서울특별시 금천구,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 (경증) 복지카드 소지자 / 등급이 있는 국가유공자",기타,20240308,20240322,성화개발（주）,워크넷,1,길준오,02-2624-2256,
마감,봇들마을6단지 아파트 미화원 구인(복지카드우대),인천광역시 미추홀구,"22239 인천광역시 미추홀구 인주대로496번길 15, 1층 1호 (주안동, 부흥빌딩)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240322,주식회사 인성종합관리,워크넷,1,신규현,,
마감,우방청운타운 미화원 모집,울산광역시 남구,"44709 울산광역시 남구 화합로224번길 24, 301호 (삼산동)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240331,뉴월드112보안주식회사,워크넷,1,정광용,054-727-2021,http://nw112.co.kr
마감,업무용 빌딩 경비원 구인,서울특별시 강남구,"06343 서울특별시 강남구 일원로9길 28, 202호 (일원동)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240323,(주)한얼관리,워크넷,1,서경석,02-445-0291,
접수중,아름다운골프장 현관업무 모집합니다.,대전광역시 동구,34575 대전광역시 동구 동대전로 295 ,"장애인, 차량소지자 건강하고 성실한 분 모십니다.",기타,20240308,20240428,(주)민재산업,워크넷,1,엄지혜,042-621-4088,
마감,태권도원 운영관리(주) 조경 기간제 근로자 채용,전북특별자치도 무주군,"55547 전북특별자치도 무주군 설천면 무설로 1482, 태권도원 관리동 2층 ","보훈취업지원대상자, 장애인 지역주민(무주군민)",기타,20240308,20240322,태권도원운영관리(주),워크넷,4,서필환,063-320-0895,
마감,경력디자인팀장 구합니다(1명),전라북도 전주시,55075 전라북도 전주시 완산구 석산마을길 11-6 (삼천동3가),"고용촉진장려금대상자, 장애인 - 직업전문학교
- 취업성공패키지",기타,20240308,20240322,전라북도장애인미술협회인쇄사업단,워크넷,1,정성수,063-270-9008,
마감,원주시가족센터 직원 (사회복지사) 채용 공고,강원특별자치도 원주시,26399 강원특별자치도 원주시 판부면 매봉길 16-18 ,"운전면허증, 장애인 ",기타,20240308,20240321,원주시가족센터,워크넷,1,남궁은임,070-8897-7937,
마감,부평3주구 현대 아파트 미화원(내부) 구인 (복지카드 우대),인천광역시 미추홀구,"22239 인천광역시 미추홀구 인주대로496번길 15, 1층 1호 (주안동, 부흥빌딩)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240322,주식회사 인성종합관리,워크넷,1,신규현,,
마감,"[파호동, 성서우방유쉘]아파트 미화원 모집",대구광역시 남구,42440 대구광역시 남구 용두방천2길 34 (이천동),"고용촉진장려금대상자, 장애인 ",시간제 일자리,20240308,20240323,(주)대명티엠에스,워크넷,1,최계수,,
마감,아크로리버뷰 신반포아파트 내부 미화원 1명 채용합니다.(장애인등록증  또는 장애인복지카드 소지자 우대),서울특별시 영등포구,07275 서울특별시 영등포구 영등포로 21 (양평동2가),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20240308,20240322,엘림에스(유),워크넷,1,이윤필,02-6082-5457,
접수중,[아리스타 오피스텔] 신당역인근  관리원 모집,서울특별시 성동구,"04735 서울특별시 성동구 한림말길 41-21, 2층 (옥수동, 삼오빌딩)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20240308,20240507,(주)삼오관리,워크넷,1,권선영,,
접수중,재가요양보호사 구인,경기도 부천시,"14768 경기도 부천시 소사구 소사로148번길 88-7, 1층 (소사본동)",장애인 ,시간제 일자리,20240308,20240503,소망노인복지센터,워크넷,1,문제명,,
마감,(급)제주성산 특급호텔리조트 시설관리 등 3명 모집,서울특별시 성동구,"04709 서울특별시 성동구 고산자로 253 (도선동, 다남매 Tower)","(준)고령자(50세이상), 고용촉진장려금대상자, 북한이탈주민, 장기복무 제대군인, 장애인, 차량소지자 ",기타,20240308,20240330,(주)티케이비,워크넷,3,전종삼,02-2294-3111,tkb.kr
마감,단체급식조리원//경북도립요양병원 조리실 근무 조리원 및 모집,경상북도 경산시,38646 경상북도 경산시 경안로 23-10 (상방동),"(준)고령자(50세이상), 장애인 ",기타,20240308,20240331,경상북도립경산노인전문요양병원,워크넷,2,김희곤,053-667-6844,www.gssilver.co.kr
마감,향남신명스카이뷰아파트 경비원 모집,경기도 성남시,"13647 경기도 성남시 수정구 위례서일로 18, 501,2,4,4호 (창곡동, 더존메디컬타워)","(준)고령자(50세이상), 장애인 ",기타,20240308,20240331,(주) 아이원서비스,워크넷,1,최우석,,
마감,계약직원(전기기사) 채용 공고,강원특별자치도 강릉시,25601 강원특별자치도 강릉시 범일로579번길 24 (내곡동),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인 ",기타,20240307,20240319,(학)인천가톨릭학원 가톨릭관동대학교,워크넷,1,김용승,033-649-7119,
접수중,중흥S클래스프라디움아파트 미화원 채용,서울특별시 강서구,"07591 서울특별시 강서구 공항대로 325, 7층 (등촌동, 에이스빌딩)",장애인 ,시간제 일자리,20240307,20240506,주식회사에코그린티엠,워크넷,1,백송이,,http://echogreentm.co.kr
접수중,세탁물 정리 단순 작업원 모집,인천광역시 서구,"22839 인천광역시 서구 백범로810번길 27, (가좌동) ","(준)고령자(50세이상), 장애인 ",시간제 일자리,20240307,20240506,주식회사인성드림,워크넷,2,정영호,032-581-9369,
마감,태백장애인종합복지관 보육교사 채용 공고,강원특별자치도 태백시,26053 강원특별자치도 태백시 금천길 179 (금천동),"운전면허증, 장애인, 차량소지자 ",기타,20240307,20240321,사회복지법인홍이회 태백장애인종합복지관,워크넷,1,최중범,033-582-7048,www.tbrehab.or.kr
마감,태백장애인종합복지관 체육교사 채용 공고,강원특별자치도 태백시,26053 강원특별자치도 태백시 금천길 179 (금천동),"운전면허증, 장애인, 차량소지자 ",기타,20240307,20240321,사회복지법인홍이회 태백장애인종합복지관,워크넷,1,최중범,033-582-7048,www.tbrehab.or.kr
마감,[월-금 근무] 신세계 인재개발원 직원식당 조리사 모집,서울특별시 강동구,"05353 서울특별시 강동구 양재대로 1465, 501호 (길동, 마루드림빌딩)","운전면허증, 장애인, 차량소지자 ",기타,20240307,20240406,（주）한우리종합컨설팅,워크넷,2,김석진,02-2038-8379,www.hanwooritc.com
마감,판금 CAD/CAM 프로그램 (배열/전개) 직원을 모집,경기도 화성시,18516 경기도 화성시 정남면 괘랑2길17번길 48 ,"운전면허증, 장애인, 차량소지자 ",기타,20240307,20240321,유니스텍주식회사,워크넷,2,박종배,031-354-4359,www.unistech.co.kr
마감,제과재료 배송직 구인(격주 5일제),경기도 용인시,17032 경기도 용인시 처인구 모현읍 곡현로 706 ,"고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자 ",기타,20240307,20240331,주식회사에이치비푸드,워크넷,2,유상규,070-4924-2011,
접수중,청해복지원 발달장애인 주간활동 서비스 제공기관 직원 모집,전라남도 완도군,"59120 전라남도 완도군 완도읍 장보고대로 239-1, . ","고용촉진장려금대상자, 운전면허증, 장애인 ",기타,20240307,20240505,사회적협동조합 청해복지원,워크넷,7,김동준,061-555-3500,
마감,장유대동1단지(석봉10단지)미화원 모집,경상남도 김해시,"51004 경상남도 김해시 삼문로 19 (대청동, 대암월드피아)","(준)고령자(50세이상), 보훈취업지원대상자, 장애인 ",기타,20240307,20240331,주식회사하나종합관리,워크넷,1,이상철,055-333-0111,
접수중,[죽전동]꽃메마을 아이파크 2차 아파트 미화원 모집,경기도 화성시,18340 경기도 화성시 배양북길 46 (배양동),장애인 ,기타,20240307,20240503,주식회사정광기업,워크넷,1,김윤종,,
접수중,경비원(공장) 채용공고,경상북도 포항시,"37824 경상북도 포항시 남구 문예로 78, 유강미래산업 (대도동)","(준)고령자(50세이상), 보훈취업지원대상자, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자 경비 경력 있으신분 우대
이력서에 사진필수",기타,20240307,20240505,주식회사유강미래산업,워크넷,1,하무근,054-275-1988,
마감,진영GS자이 아파트 미화원 모집,경상남도 김해시,"51004 경상남도 김해시 삼문로 19 (대청동, 대암월드피아)","(준)고령자(50세이상), 보훈취업지원대상자, 장애인 ",기타,20240307,20240408,주식회사하나종합관리,워크넷,1,이상철,055-333-0111,
마감,사회적협동조합 용인도우누리 수지지부에서 활동할 장애인활동지원사를 모집합니다,경기도 용인시,"16872 경기도 용인시 수지구 대지로 43, 604호일부 (죽전동, 금강프라자)","(준)고령자(50세이상), 운전면허증, 장애인 ",기타,20240307,20240322,사회적협동조합용인도우누리(수지지부용인사회서비스센터),워크넷,3,서계현,031-893-8036,www.용인도우누리.com/
마감,홍성2차 부영아파트 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),서울특별시 영등포구,07275 서울특별시 영등포구 영등포로 21 (양평동2가),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20240307,20240321,엘림에스(유),워크넷,1,이윤필,02-6082-5457,
접수중,전기안전관리자 채용,경상북도 구미시,39373 경상북도 구미시 1공단로6길 94 208 (공단동),"(준)고령자(50세이상), 보훈취업지원대상자, 장애인 ",기타,20240307,20240504,영남에너지서비스（주）,워크넷,1,이경남,054-280-5120,http://ynes.co.kr
접수중,택시운전남녀기사모집(카카오콜 택시),대구광역시 동구,41047 대구광역시 동구 공항로53길 34-5 (지저동),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장애인 ",시간제 일자리,20240307,20240430,아주운수(주),워크넷,10,심규훈,053-762-1656,
접수중,중산마을8단지 보안직(경비) 모집,경기도 부천시,"14557 경기도 부천시 원미구 부천로198번길 18 (춘의동, 춘의테크노파크II)","(준)고령자(50세이상), 장기복무 제대군인, 장애인 ",기타,20240307,20240506,(주)태성공사,워크넷,1,이재구,02-871-8545,www.tsbck.com
마감,수원시 영통구 주간 건물경비원 모집,경기도 안산시,"15431 경기도 안산시 단원구 풍전로 37-24, 트리플렉스 317동 512호 ","(준)고령자(50세이상), 장애인 ",기타,20240307,20240320,주식회사백년종합관리,워크넷,1,이가연,031-495-4991,www.spaceon.kr
접수중,정관 동원로얄듀크1차 아파트 미화원(외곽) 모집,부산광역시 해운대구,"48060 부산광역시 해운대구 APEC로 17, 4204호 (우동, 센텀리더스마크)","(준)고령자(50세이상), 장애인 ",기타,20240307,20240506,(주)듀델코리아,워크넷,1,정현종,051-807-7560,
마감,통영시 교통약자 특별교통수단 운전원 채용 공고,경상남도 통영시,53047 경상남도 통영시 북문2길 43-16 (정량동),장애인 ,기타,20240307,20240320,경남지체장애인협회통영시지회,워크넷,1,한창석,055-646-8220,tongyeong2004@hanmail.net
마감,대전 대덕테크노밸리5단지 아파트 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),서울특별시 영등포구,07275 서울특별시 영등포구 영등포로 21 (양평동2가),"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20240307,20240321,엘림에스(유),워크넷,1,이윤필,02-6082-5457,
마감,시흥센트럴헤센 미화원 모집(시흥시),서울특별시 금천구,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)","고용촉진장려금대상자, 장애인 (경증) 복지카드 소지자",기타,20240307,20240320,성화개발（주）,워크넷,1,길준오,02-2624-2256,
접수중,사출생산직 모집,경상북도 경주시,"38034 경상북도 경주시 천북면 천북산단로1길 67, (주)선일플라스틱 ","고용허가제, 장애인 ",기타,20240307,20240506,(주)선일플라스틱,워크넷,2,서선옥,054-776-9730,www.sunilpl.co.kr
마감,구리농수산물도매시장 시설기사(전기분야) 모집,서울특별시 동작구,"06938 서울특별시 동작구 노량진로 26, 305호 (대방동, 솔표빌딩)","(준)고령자(50세이상), 장애인 ",기타,20240307,20240331,(주）순일기업,워크넷,1,김은경,,www.soonil.co.kr
마감,분당두산타워 시설관리 영선직(조경) 채용,강원특별자치도 춘천시,24412 강원특별자치도 춘천시 신동면 칠전동길 72 ,장애인 ,기타,20240307,20240324,두산큐벡스 (주),워크넷,1,문희종,02-3398-0712,doosancuvex.com
마감,사회복지사 구인합니다,부산광역시 사하구,"49462 부산광역시 사하구 을숙도대로 660, 4층 (장림동)","운전면허증, 장애인 장애인활동지원사업 바우처 경력자 우대",기타,20240307,20240322,부산어울림장애인자립생활센터,워크넷,1,신은범,051-265-5585,
접수중,"현장보조, 영업지원, 납품 보조 모집합니다.",경상북도 포항시,37887 경상북도 포항시 남구 오천읍 문덕로 10 ,"운전면허증, 장애인, 차량소지자 ",시간제 일자리,20240307,20240422,주식회사 도토리,워크넷,1,한덕기,054-727-8500,
접수중,요양병원 조리사 모집 합니다.,울산광역시 남구,"44735 울산광역시 남구 번영로 15, 653-3 (야음동)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20240307,20240506,국민요양병원,워크넷,1,성지연,052-226-0100,
접수중,국민요양병원  데이 및 이브닝 간호사 모십니다.,울산광역시 남구,"44735 울산광역시 남구 번영로 15, 653-3 (야음동)","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인, 차량소지자 ",기타,20240307,20240506,국민요양병원,워크넷,2,성지연,052-226-0100,
접수중,삼성전자 용인기흥/화성 캠퍼스 사내 CCR 야간관재기사 구인,서울특별시 강남구,"06336 서울특별시 강남구 개포로 619 (개포동, 서울강남우체국청사 8층)","운전면허증, 장기복무 제대군인, 장애인 승강기 비상구출운전 승강기관리 교육 지원",기타,20240306,20240430,(주)에스텍시스템,워크넷,3,이병화,,www.s-tec.co.kr/
마감,[경기] 평택 P5 정수장3기 신축현장 안전감시단 팀장 모집,서울특별시 강서구,"07788 서울특별시 강서구 마곡서로 158, 4층 406~408호 (마곡동, 마곡센트럴타워Ⅱ)","장기복무 제대군인, 장애인, 차량소지자 1. 인근 거주자(출.퇴근가능자)
2. 즉시 출근 가능자
3. 장기 근무 가능자
4. 건설현장 업무 유경험자(5년이상)
5. 차량소지자",기타,20240306,20240321,서울이앤지주식회사,워크넷,1,정재기,,www.seoulengltd.com
접수중,"마케팅 업무(블로그,SNS관리) 재택근무 직원 모집 (중증장애인가능)",서울특별시 서초구,"06596 서울특별시 서초구 서초대로 275, 2층 202호 (서초동, 중앙빌딩)","(준)고령자(50세이상), 고용촉진장려금대상자, 고용허가제, 보훈취업지원대상자, 북한이탈주민, 장애인 ",기타,20240306,20240425,금와,워크넷,10,한의수,0506-722-4099,
마감,수산물 가공 생산직 모집,전라남도 영광군,57009 전라남도 영광군 법성면 굴비로1길 90 ,"고용허가제, 장애인 ",기타,20240306,20240331,주식회사다미원씨푸드지점,워크넷,3,강성경,061-356-8070,
접수중,"마케팅(블로그, SNS관리) 담당자 모집_재택근무가능(중증장애인가능)",서울특별시 영등포구,"07230 서울특별시 영등포구 버드나루로14길 25, 4층 402호 (당산동, 장애인기업종합지원센터 본관)","(준)고령자(50세이상), 고용촉진장려금대상자, 고용허가제, 보훈취업지원대상자, 북한이탈주민, 장애인 ",기타,20240306,20240425,주식회사 금와,워크넷,10,한의수,02-2639-2446,
마감,재가요양보호사 모집,전라남도 목포시,58650 전라남도 목포시 용당로 237 (용당동),"(준)고령자(50세이상), 운전면허증, 장애인, 차량소지자 ",시간제 일자리,20240306,20240404,참믿음노인복지센터,워크넷,1,조경만,061-801-7707,
마감,평택(오산IC 인근) 냉동물류센터 설비(기계)과장 모집,서울특별시 종로구,"03169 서울특별시 종로구 사직로10길 17, 2층 (내자동, 인왕빌딩)","(준)고령자(50세이상), 운전면허증, 장애인, 차량소지자 ",기타,20240306,20240331,우지산업(주),워크넷,1,송문현,,www.wooji.co.kr/
접수중,[MKS Korea]용인기흥 영업지원 계약직(2년) 모집,경기도 용인시,"17086 경기도 용인시 기흥구 원고매로 12, 리더스타워 (고매동)","보훈취업지원대상자, 장애인 ",기타,20240306,20240504,엠케이에스코리아유한회사,워크넷,1,세드홈스버그쇼우,031-8021-1306,https://www.mks.com/
마감,DGB대구은행본점 미화반장 구인,대구광역시 중구,41933 대구광역시 중구 서성로 20 (계산동2가),"(준)고령자(50세이상), 보훈취업지원대상자, 장기복무 제대군인, 장애인 ",기타,20240306,20240313,(주)대경티엠에스,워크넷,1,김종해,053-253-2546,www.dktms.co.kr
마감,[에스원CRM] 보안상담직 모집,경기도 수원시,"16487 경기도 수원시 팔달구 경수대로 522, 에스원빌딩 4층 지원그룹 (인계동)","보훈취업지원대상자, 장애인 ",기타,20240306,20240407,에스원씨알엠(주),워크넷,10,소재승,031-228-9932,http://www.s1crm.com
마감,사회적협동조합 양주도우누리 사회복지사 모집 (재공고),경기도 양주시,"11444 경기도 양주시 평화로 1426, 801호 (덕계동)","운전면허증, 장애인 ",기타,20240306,20240403,사회적협동조합양주도우누리,워크넷,1,맹두열,031-859-9666,www.yjdwnr.or.kr
마감,관광 호텔 주차유도 안내원을 모십니다.,서울특별시 동대문구,"02639 서울특별시 동대문구 장한로 98, 2층 (장안동)","고용촉진장려금대상자, 운전면허증, 장애인 복지카드 소지자, 운전가능하신분 우대",기타,20240306,20240413,주식회사아미티에이,워크넷,1,하승희,,
마감,[장림동] 회사 경비원 모집,부산광역시 북구,"46509 부산광역시 북구 금곡대로 458, 4층 (금곡동, 월드프라자)","(준)고령자(50세이상), 장애인 ",기타,20240306,20240320,주식회사제이엠워크,워크넷,1,박재호,051-220-5696,jmwork.co.kr
마감,한국폴리텍대학 바이오캠퍼스 기간제근로자(행정지원직_ 육아휴직대체인력) 채용공고,충청남도 논산시,32943 충청남도 논산시 강경읍 동안로112번길 48 ,"보훈취업지원대상자, 장애인 ",기타,20240306,20240317,한국폴리텍대학바이오캠퍼스,워크넷,1,정주영,041-746-8888,http://bio.kopo.ac.kr/
접수중,백영논현센터(논현동) 미화반장 모집,서울특별시 강남구,"06105 서울특별시 강남구 학동로30길 18 (논현동, 성목빌딩)","(준)고령자(50세이상), 장애인 ",기타,20240306,20240430,（주）한미기술,워크넷,1,강규익,02-548-3888,hanmiks.co.kr
접수중,아파트 미화원 모집,전북특별자치도 익산시,"54601 전북특별자치도 익산시 평동로9길 74, 2층 (갈산동)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",시간제 일자리,20240306,20240430,현대종합주택관리(주),워크넷,1,이승례,063-852-2905,
마감,서울퍼스트병원에서 이송기사를 모집합니다.,서울특별시 관악구,"08716 서울특별시 관악구 은천로 51 (봉천동, 은호빌딩 2층~6층)",장애인 ,기타,20240306,20240321,서울퍼스트병원,워크넷,1,강남수,02-882-6900,www.sfhospital.co.kr
마감,미화원 모집(밀레니엄빌딩),경기도 시흥시,"15020 경기도 시흥시 함송로 15, 305호 ",장애인 ,시간제 일자리,20240306,20240320,삼성종합관리(주),워크넷,1,안상진,031-405-1168,시설관리.한국
마감,아파트 경비원 모집,전북특별자치도 익산시,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)","(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",기타,20240306,20240405,(주)서영주택관리,워크넷,1,이창곤,063-843-2412,http://www.seoyoung.co.kr
접수중,연제구 요양보호사 모십니다,부산광역시 남구,"48508 부산광역시 남구 수영로 312 (대연동, 21 센츄리시티 오피스텔)","(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",기타,20240306,20240505,치사랑재가복지센터,워크넷,1,전나겸,051-610-1608,
